content,author,source
"Hoặc phòng ốc nhà cửa
Bị hỏa tai thiêu đốt.
Khi thân hoại mạng chung,
Ác tuệ sanh địa ngục.",Kinh Pháp Cú,Phẩm Hình Phạt - Bài Kệ 140
"Không phải sống lõa thể
Bện tóc, tro trét mình,
Tuyệt thực, lăn trên đất,
Sống nhớp, siêng ngồi xổm,
Làm con người được sạch,
Nếu không trừ nghi hoặc.",Kinh Pháp Cú,Phẩm Hình Phạt - Bài Kệ 141
"Ai sống tự trang sức,
Nhưng an tịnh, nhiếp phục,
Sống kiên trì, phạm hạnh,
Không hại mọi sinh linh,
Vị ấy là phạm chí,
Hay sa môn, khất sĩ.",Kinh Pháp Cú,Phẩm Hình Phạt - Bài Kệ 142
"Thật khó tìm ở đời,
Người biết thẹn, tự chế,
Biết tránh né chỉ trích
Như ngựa hiền tránh roi.",Kinh Pháp Cú,Phẩm Hình Phạt - Bài Kệ 143
"Như ngựa hiền chạm roi,
Hãy nhiệt tâm, hăng hái,
Với tín, giới, tinh tấn,
Thiền định cùng trạch pháp.
Minh hạnh đủ, chánh niệm,
Đoạn khổ này vô lượng.",Kinh Pháp Cú,Phẩm Hình Phạt - Bài Kệ 144
"Người trị thủy dẫn nước,
Kẻ làm tên nắn tên,
Người thợ mộc uốn ván,
Bậc tự điều, điều thân.",Kinh Pháp Cú,Phẩm Hình Phạt - Bài Kệ 145
"Cười gì, hân hoan gì,
Khi đời mãi bị thiêu?
Bị tối tăm bao trùm,
Sao không tìm ngọn đèn?",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 146
"Hãy xem bong bóng đẹp,
Chỗ chất chứa vết thương,
Bệnh hoạn nhiều suy tư,
Thật không gì trường cửu.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 147
"Sắc này bị suy già,
Ổ tật bệnh, mỏng manh,
Nhóm bất tịnh, đỗ vỡ,
Chết chấm dứt mạng sống.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 148
"Như trái bầu mùa thu,
Bị vất bỏ quăng đi,
Nhóm xương trắng bồ câu,
Thấy chúng còn vui gì?",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 149
"Thành này làm bằng xương,
Quét tô bằng thịt máu,
Ở đây già và chết,
Mạn, lừa đảo chất chứa.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 150
"Xe vua đẹp cũng già.
Thân này rồi sẽ già,
Pháp bậc thiện, không già.
Như vậy bậc chí thiện
Nói lên cho bậc thiện.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 151
"Người ít nghe kém học,
Lớn già như trâu đực.
Thịt nó tuy lớn lên,
Nhưng tuệ không tăng trưởng.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 152
"Lang thang bao kiếp sống
Ta tìm nhưng chẳng gặp,
Người xây dựng nhà này,
Khổ thay, phải tái sanh.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 153
"Ôi! Người làm nhà kia
Nay ta đã thấy ngươi!
Ngươi không làm nhà nữa.
Đòn tay ngươi bị gẫy,
Kèo cột ngươi bị tan
Tâm ta đạt tịch diệt,
Tham ái thảy tiêu vong.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 154
"Lúc trẻ, không phạm hạnh,
Không tìm kiếm bạc tiền.
Như cò già bên ao,
Ủ rũ, không tôm cá.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 155
"Lúc trẻ không phạm hạnh,
Không tìm kiếm bạc tiền;
Như cây cung bị gẫy,
Thở than những ngày qua.",Kinh Pháp Cú,Phẩm Sự Già - Bài Kệ 156
"Nếu biết yêu tự ngã,
Phải khéo bảo vệ mình,
Người trí trong ba canh,
Phải luôn luôn tỉnh thức.",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 157
"Trước hết tự đặt mình,
Vào những gì thích đáng.
Sau mới giáo hóa người,
Người trí khỏi bị nhiễm.",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 158
"Hãy tự làm cho mình,
Như điều mình dạy người.
Khéo tự điều, điều người,
Khó thay, tự điều phục!",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 159
"Tự mình y chỉ mình,
Nào có y chỉ khác.
Nhờ khéo điều phục mình,
Được y chỉ khó được.",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 160
"Điều ác tự mình làm,
Tự mình sanh, mình tạo.
Nghiền nát kẻ ngu si,
Như kim cương, ngọc báu.",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 161
"Phá giới quá trầm trọng,
Như dây leo bám cây
Gieo hại cho tự thân,
Như kẻ thù mong ước.",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 162
"Dễ làm các điều ác,
Dễ làm tự hại mình.
Còn việc lành, việc tốt,
Thật tối thượng khó làm.",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 163
"Kẻ ngu si miệt thị,
Giáo pháp bậc La Hán,
Bậc Thánh, bậc chánh mạng.
Chính do ác kiến này,
Như quả loại cây lau
Mang quả tự hoại diệt.",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 164
"Tự mình, làm điều ác,
Tự mình làm nhiễm ô,
Tự mình không làm ác,
Tự mình làm thanh tịnh.
Tịnh, không tịnh tự mình,
Không ai thanh tịnh ai!",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 165
"Chớ theo pháp hạ liệt.
Chớ sống mặc, buông lung;
Chớ tin theo tà kiến,
Chớ tăng trưởng tục trần.",Kinh Pháp Cú,Phẩm Tự Ngã - Bài Kệ 166
"Dầu lợi người bao nhiêu,
Chớ quên phần tư lợi,
Nhờ thắng trí tư lợi.
Hãy chuyên tâm lợi mình.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 167
"Nỗ lực, chớ phóng dật!
Hãy sống theo chánh hạnh;
Người chánh hạnh hưởng lạc,
Cả đời này, đời sau.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 168
"Hãy khéo sống chánh hạnh,
Chớ sống theo tà hạnh!
Người chánh hạnh hưởng lạc,
Cả đời này, đời sau.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 169
"Hãy nhìn như bọt nước,
Hãy nhìn như cảnh huyễn!
Quán nhìn đời như vậy,
Thần chết không bắt gặt.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 170
"Hãy đến nhìn đời này,
Như xe vua lộng lẫy,
Người ngu mới tham đắm,
Kẻ trí nào đắm say.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 171
"Ai sống trước buông lung,
Sau sống không phóng dật,
Chói sáng rực đời này.
Như trăng thoát mây che.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 172
"Ai dùng các hạnh lành,
Làm xóa mờ nghiệp ác,
Chói sáng rực đời này,
Như trăng thoát mây che.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 173
"Đời này thật mù quáng,
Ít kẻ thấy rõ ràng.
Như chim thoát khỏi lưới,
Rất ít đi thiên giới.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 174
"Như chim thiên nga bay,
Thần thông liệng giữa trời;
Chiến thắng ma, ma quân,
Kẻ trí thoát đời này.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 175
"Ai vi phạm một pháp,
Ai nói lời vọng ngữ,
Ai bác bỏ đời sau,
Không ác nào không làm.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 176
"Keo kiết không sanh thiên,
Kẻ ngu ghét bố thí,
Người trí thích bố thí,
Đời sau, được hưởng lạc.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 177
"Hơn thống lãnh cõi đất,
Hơn được sanh cõi trời,
Hơn chủ trì vũ trụ,
Quả Dự Lưu tối thắng.",Kinh Pháp Cú,Phẩm Thế Gian - Bài Kệ 178
"Vị chiến thắng không bại,
Vị bước đi trên đời,
Không dấu tích chiến thắng,
Phật giới rộng mênh mông,
Ai dùng chân theo dõi
Bậc không để dấu tích?",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 179
"Ai giải tỏa lưới tham,
Đưa đến không một nơi
Phật giới rộng mênh mông,
Ai dùng chân theo dõi
Bậc không để dấu tích?",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 180
"Người trí chuyên thiền định,
Ưa thích Pháp viễn ly,
Chánh niệm, chánh trí giác,
Chư Thiên cũng ưa thích.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 181
"Khó thay, được làm người,
Khó thay, được sống còn!
Khó thay, nghe diệu pháp!
Khó thay, Phật ra đời!",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 182
"Không làm mọi điều ác.
Thành tựu các hạnh lành,
Tâm ý giữ trong sạch,
Chư Phật dạy như vậy.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 183
"Chư Phật thường giảng dạy;
Nhẫn, khổ hạnh tối thượng;
Niết bàn quả tối thượng;
Xuất gia không phá người;
Sa môn không hại người.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 184
"Không phỉ báng, phá hoại,
Hộ trì giới căn bản,
Ăn uống có tiết độ,
Nằm ngồi chỗ nhàn tịnh,
Siêng năng tu tăng thượng,
Chư Phật dạy như vậy.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 185
"Dầu mưa bằng tiền vàng,
Vẫn không thỏa các dục.
Dục vị ngọt, đau khổ,
Biết vậy là bậc trí.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 186
"Đệ tử bậc chánh giác,
Không tìm cầu dục lạc,
Dầu là dục chư thiên,
Chỉ ưa thích ái diệt.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 187
"Loài người sợ hoảng hốt,
Tìm nhiều chỗ quy y,
Hoặc rừng rậm, núi non,
Hoặc thánh tự, thần miếu.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 188
"Quy y ấy không ổn,
Quy y ấy chẳng thượng,
Quy y chỗ như vậy,
Không thoát mọi khổ đau.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 189
"Ai quy y Đức Phật,
Quy y Pháp và Tăng,
Với chánh trí, thấy rõ
Bốn loại Thánh Đế lý:",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 190
"Thấy khổ và khổ tập,
Thấy khổ được vượt qua,
Con đường Tám Thánh Chi,
Đưa đến khổ an tịnh.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 191
"Thật quy y an ổn,
Quy y ấy tối thượng,
Quy y chỗ như vậy,
Thoát mọi khổ ách não.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 192
"Khó gặp bậc thánh nhơn,
Không phải nơi đâu cũng có.
Nơi nào bậc trí sinh,
Tông tộc được an lạc.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 193
"Vui thay, Phật ra đời!
Vui thay, pháp được giảng!
Vui thay, chúng hòa hợp!
Vui thay, chúng tu hòa!",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 194
"Cúng dường bậc đáng cúng,
Cho dù Phật, đệ tử,
Những vị vượt hý luận,
Đoạn sầu, não, khóc than.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 195
"Cúng dường bậc như vậy,
Tịch tịnh, không sợ hãi,
Phước đức không ai lường,
Được số lượng bao nhiêu.",Kinh Pháp Cú,Phẩm Đức Phật - Bài Kệ 196
"Vui thay, chúng ta sống,
Không hận, giữa hận thù!
Giữa những người thù hận,
Ta sống, không hận thù!",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 197
"Vui thay, chúng ta sống,
Không bệnh giữa ốm đau!
Giữa những người bệnh hoạn,
Ta sống, không ốm đau.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 198
"Vui thay, chúng ta sống,
Không rộn giữa rộn ràng;
Giữa những người rộn ràng,
Ta sống, không rộn ràng.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 199
"Vui thay chúng ta sống,
Không gì, gọi của ta.
Ta sẻ hưởng hỷ lạc,
Như chư thiên Quang Âm.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 200
"Chiến thắng sinh thù oán,
Thất bại chịu khổ đau,
Sống tịch tịnh an lạc.
Bỏ sau mọi thắng bại.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 201
"Lửa nào sánh lửa tham?
Ác nào bằng sân hận?
Khổ nào sánh khổ uẩn,
Lạc nào bằng tịnh lạc.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 202
"Đói ăn, bệnh tối thượng,
Các hành, khổ tối thượng,
Hiểu như thực là vậy,
Niết bàn, lạc tối thượng.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 203
"Không bệnh, lợi tối thượng,
Biết đủ, tiền tối thượng.
Thành tín đối với nhau,
Là bà con tối thượng,
Niết bàn, lạc tối thượng.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 204
"Đã nếm vị độc cư,
Được hưởng vị nhàn tịnh,
Không sợ hãi, không ác,
Nếm được vị pháp hỷ.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 205
"Lành thay, thấy thánh nhân,
Sống chung thường hưởng lạc.
Không thấy những người ngu,
Thường thường được an lạc.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 206
"Sống chung với người ngu,
Lâu dài bị lo buồn.
Khổ thay gần người ngu,
Như thường sống kẻ thù.
Vui thay, gần người trí,
Như chung sống bà con.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 207
"Do vậy:
Bậc hiền sĩ, trí tuệ
Bậc nghe nhiều, trì giới,
Bậc tự chế, Thánh nhân;
Hãy gần gũi, thân cận
Thiện nhân, trí giả ấy,
Như trăng theo đường sao.",Kinh Pháp Cú,Phẩm An Lạc - Bài Kệ 208
"Tự chuyên, không đáng chuyên
Không chuyên, việc đáng chuyên.
Sa vào chỗ cần thương,
Xả ly các mục đích,
Ghen người tự tinh tấn.",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 209
"Chớ gần gũi người yêu,
Cũng đừng gần không yêu,
Khổ thay, không thấy yêu,
Khổ thay, thấy không yêu.",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 210
"Do vậy chớ yêu ai,
Ly ái, thật khó khăn.
Không ai là thương yêu,
Không ai là không yêu,
Người ấy không gông cùm.",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 211
"Do ái sinh sầu ưu,
Do ái sinh sợ hãi;
Ai giải thoát khỏi ái,
Không sầu, đâu sợ hãi?",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 212
"Ái luyến sinh sầu ưu,
Ái luyến sinh sợ hãi.
Ai thoát khỏi ái luyến,
Không sầu, đâu sợ hãi?",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 213
"Hỷ ái sinh sầu ưu,
Hỷ ái sinh sợ hãi.
Ai thoát khỏi hỷ ái,
Không sầu, đâu sợ hãi?",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 214
"Dục ái sinh sầu ưu,
Dục ái sinh sợ hãi.
Ai thoát khỏi dục ái,
Không sầu, đâu sợ hãi?",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 215
"Tham ái sinh sầu ưu,
Tham ái sinh sợ hãi.
Ai thoát khỏi tham ái,
Không sầu, đâu sợ hãi?",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 216
"Đủ giới đức, chánh kiến;
Chánh trú, thấy Thánh đế,
Tự hoàn thành trách nhiệm.
Quần chúng mến người ấy.",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 217
"Ước vọng pháp ly ngôn
Tâm chứa chan hỷ lạc
Tâm không trói vào dục,
Gọi là Ngược Dòng Hành.",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 218
"Khách lâu ngày ly hương,
Từ xứ xa trở về,
Bà con cùng bạn hữu,
Mừng đón người trở về.",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 219
"Cũng vậy các phước nghiệp,
Từ đời này qua đời,
Ðón mừng người làm phước,
Như bà con trở về.",Kinh Pháp Cú,Phẩm Hỷ Ái - Bài Kệ 220
"Bỏ phẫn nộ, ly mạn,
Vượt qua mọi kiết sử,
Không chấp trước danh sắc.
Khổ không theo vô sản.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 221
"Ai chận được phẫn nộ,
Như dừng xe đang lăn,
Ta gọi người đánh xe,
Kẻ khác chỉ cầm cương.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 222
"Lấy không giận thắng giận,
Lấy thiện thắng không thiện,
Lấy thí thắng xan tham,
Lấy chơn thắng nói dối.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 223
"Nói thật, không phẫn nộ,
Bố thí, dầu của ít.
Với ba pháp như vậy,
Sống chung cùng Chư Thiên.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 224
"Bậc hiền không hại ai,
Thân hành thường chế ngự,
Đạt được cảnh bất tử,
Chỗ đến không sầu khổ.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 225
"Những người thường giác tỉnh,
Ngày đêm tu tập học,
Thường ước mong Niết Bàn,
Lậu hoặc được đoạn trừ.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 226
"A-tu-la, nên biết,
Sự thật từ ngàn xưa,
Chứ không phải mới nay:
Người im lặng bị chê,
Người nói nhiều bị chê,
Người nói vừa bị chê,
Không ai chẳng bị chê.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 227
"Xưa, vị lai, và nay,
Không có ai như vầy:
Hoàn toàn bị chỉ trích,
Hoàn toàn được tán thán.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 228
"Sáng sáng, thẩm xét kỹ.
Người thông thái tán dương,
Người hạnh không nhiễm ô,
Hội đủ trí và giới.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 229
"Hạnh sáng như vàng ròng,
Người ngọc quý thiên sanh,
Ai có thể chỉ trích?
Chư thiên cũng tán dương;
Phạm thiên cũng tán dương.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 230
"Giữ thân đừng phẩn nộ,
Khéo hộ trì thân hành,
Bỏ thân hành không thiện,
Thân hành thiện, hãy hành.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 231
"Giữ lời đừng phẩn nộ,
Khéo hộ trì ngữ hành,
Bỏ ngữ hành không thiện,
Ngữ hành thiện, hãy hành.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 232
"Giữ ý đừng phẩn nộ,
Khéo hộ trì ý hành,
Bỏ ý hành không thiện,
Ý hành thiện, hãy hành.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 233
"Bậc trí bảo vệ thân,
Bậc trí bảo vệ lời,
Bậc trí bảo vệ ý,
Thật chúng khéo bảo vệ.",Kinh Pháp Cú,Phẩm Phẫn Nộ - Bài Kệ 234
"Ngươi nay giống lá héo,
Người sứ giả tử vương,
Đứng chờ ngươi gần kề;
Nơi xuất phát chưa có,
Thực phẩm dọc đường cho ngươi.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 235
"Hãy tự làm hòn đảo,
Siêng năng, sống khôn ngoan.
Trừ uế, không cấu uế
Ngươi sẽ đến Thiên giới,
Cảnh giới của chư Thánh.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 236
"Đời ngươi nay sắp tàn,
Ngươi đã gần tử vương.
Không có chỗ nương nay,
Thực phẩm dọc đường cho ngươi.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 237
"Hãy tự làm hòn đảo,
Siêng năng, sống khôn ngoan!
Trừ uế, không cấu uế,
Ngươi không còn tái sinh,
Không còn sanh, không già.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 238
"Bậc trí theo tuần tự.
Từ thời thời, sát na,
Người thợ bạc luyện bạc,
Làm sạch uế mình ra.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 239
"Như sét từ sắt sinh,
Sanh rồi ăn mòn sắt,
Cũng vậy phá giới hạnh
Làm tự nghiệp dẫn mình
Đến cảnh giới khổ đau.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 240
"Không tụng làm nhớp kinh,
Không quét làm nhớp nhà,
Dơ bẩn làm nhớp sắc,
Lười biếng làm nhớp người.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 241
"Tà hạnh nhơ đàn bà,
Xan tham nhơ thí chủ.
Tà pháp là uế nhơ,
Ở đời này và đời sau.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 242
"Trong hàng cầu uế ấy,
Vô minh nhơ tối thượng.
Hỡi Tỷ kheo, trừ nhơ,
Sống không nhơ, không uế!",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 243
"Dễ thay, sống không hổ
Trơ trẽn như con quạ,
Nói phá, khen khoác mình,
Giả hình, táo tợn kia.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 244
"Khó thay, sống xấu hổ,
Luôn luôn tầm thanh tịnh,
Vô tư, chánh mạng sống,
Liêm khiết, sáng suốt tư.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 245
"Ai ở đời sát sinh,
Nói láo điêu ngôn ngữ,
Lấy của không cho tại đời,
Xâm phạm vợ người khác,",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 246
"Uống rượu men, rượu nấu,
Người đàn ông như vậy,
Ngay tại đời hiện tại,
Đào bới gốc rễ mình.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 247
"Vậy người, hãy nên biết,
Tà pháp, khó chế ngự.
Chớ để tham và tà
Khiến ngươi lâu đau khổ!",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 248
"Do tín tâm, hỷ tâm
Loài người thí bố thí.
Tại đó tâm bất mãn,
Thức ăn và nước uống,
Ngày đêm, người ấy không
Đạt được tâm thiền định.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 249
"Ai cắt được, phá được
Trừ diệt tâm như vậy.
Ngày đêm, người ấy được
Đạt được tâm thiền định.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 250
"Lửa nào bằng lửa tham!
Ác nào bằng sân hận?
Khổ nào bằng ngũ uẩn,
Lạc nào bằng tịnh lạc.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 251
"Dễ thay thấy lỗi người,
Thật khó thấy lỗi mình.
Lỗi người dễ soi xét,
Như sàng trấu rơm rác.
Còn lỗi mình che đậy,
Như bài bạc giấu thua.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 252
"Ai thấy lỗi của người,
Dễ sanh lòng phẫn nộ,
Lậu hoặc người ấy tăng,
Xa rời lậu hoặc diệt.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 253
"Hư không, không dấu chân,
Ngoại đạo không Sa môn.
Thế nhân ưa hý luận,
Như Lai không hý luận.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 254
"Hư không, không dấu chân,
Ngoại đạo không Sa môn.
Các hành không thường hằng,
Chư Phật không dao động.",Kinh Pháp Cú,Phẩm Cấu Uế - Bài Kệ 255
"Ngươi đâu phải pháp trụ,
Nếu đoán định vội vàng!
Người trí nên suy tư
Chơn và phi chơn pháp.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 256
"Không chuyên chế, đúng pháp,
Nhân hậu đối tất cả,
Bậc trí, người như vậy,
Giảng dạy, hộ trì Pháp,
Gọi là người trì Pháp.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 257
"Không phải vì nói nhiều,
Nên là người có trí,
Kẻ nào an ổn, lạc,
Không hận, không sợ hãi,
Kẻ ấy gọi có trí.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 258
"Không phải vì nói nhiều,
Nên là người trì Pháp;
Người nghe được ít Pháp,
Nhưng thân chứng Pháp được,
Không phóng dật Chánh pháp,
Thật là người trì Pháp.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 259
"Không phải là trưởng lão,
Vì đầu tóc đã bạc,
Trưởng niên chỉ tuổi tác,
Gọi là già vô ích.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 260
"Ai chân thật, đúng pháp,
Không hại, tự chế ngự,
Thánh nhân trừ phiền não,
Được gọi bậc trưởng lão.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 261
"Không phải nói lưu loát,
Hoặc dung ngan xinh đẹp,
Có thể làm trang nghiêm,
Nếu ganh tỵ, xan tham.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 262
"Ai cắt được, phá được
Cật trừ tâm như vậy,
Có trí, diệt sân hận,
Được gọi là trang nghiêm.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 263
"Đầu trọc, không Sa môn,
Nếu không giới, vọng ngữ;
Ái dục tràn đầy ức,
Làm sao là Sa môn?",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 264
"Ai lắng dịu hoàn toàn,
Các ác lớn, ác nhỏ,
Vì lắng dịu các ác,
Được gọi là Sa môn.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 265
"Chỉ khất thực nhờ người,
Đâu gọi là Tỷ kheo!
Nếu chấp trì tà pháp,
Không xứng gọi Tỷ kheo.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 266
"Ai vượt qua thiện ác,
Tu tập phạm hạnh hành,
Sống biết được thế gian,
Được gọi là Tỷ kheo.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 267
"Im lặng nhưng ngu si,
Không xứng gọi mâu ni.
Bậc trí như cầm cân,
Chọn lấy các hạnh lành.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 268
"Từ bỏ các ác pháp,
Nên gọi là mâu ni,
Ai thấu suốt hai đời,
Nên gọi là mâu ni.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 269
"Còn sát hại sinh linh,
Đâu gọi là thánh nhân!
Không hại mọi sinh linh,
Mới gọi là thánh nhân.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 270
"Chẳng phải chỉ giới cấm
Hay là học rộng nghe,
Hay là tâm thiền định,
Hay sống đời viễn ly,",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 271
"""Ta hưởng an ổn lạc,
Phàm phu không hưởng được.""
Hỡi Tỷ kheo, chớ tin!
Nếu chưa lậu hoặc diệt.",Kinh Pháp Cú,Phẩm Chánh Hạnh - Bài Kệ 272
"Tám chánh, đường thù thắng,
Bốn câu, lý thù thắng,
Ly tham, pháp thù thắng,
Giữa các loài hai chân,
Pháp nhãn, người thù thắng.",Kinh Pháp Cú,Phẩm Đạo Lộ - Bài Kệ 273
"Đường này, không đường khác
Đưa đến kiến thanh tịnh.
Nếu ngươi theo đường này,
Ma quân sẽ mê loạn.",Kinh Pháp Cú,Phẩm Đạo Lộ - Bài Kệ 274
"Nếu ngươi theo đường này,
Đau khổ được đoạn tận.
Ta dạy ngươi con đường.
Với trí, gai chướng diệt.",Kinh Pháp Cú,Phẩm Đạo Lộ - Bài Kệ 275
